name,location,categories,rating,Type,latitude,longitude,free_bikes,price_num
The Green,"001008 - Hatton Wall, Holborn","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.5216612,-0.109006325,6,2.0
The Piano Works,"001008 - Hatton Wall, Holborn","[{'alias': 'pianobars', 'title': 'Piano Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.5216612,-0.109006325,6,2.0
The Hat and Tun,"001008 - Hatton Wall, Holborn","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.5216612,-0.109006325,6,1.0
King of Falafel,"001008 - Hatton Wall, Holborn","[{'alias': 'falafel', 'title': 'Falafel'}]",4.0,Restaurant,51.5216612,-0.109006325,6,1.0
Ninth Ward,"001008 - Hatton Wall, Holborn","[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",3.5,Restaurant,51.5216612,-0.109006325,6,1.0
Daddy Donkey Mexican Grill,"001008 - Hatton Wall, Holborn","[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",4.0,Restaurant,51.5216612,-0.109006325,6,1.0
Tongue & Brisket,"001008 - Hatton Wall, Holborn","[{'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'delis', 'title': 'Delis'}]",4.5,Restaurant,51.5216612,-0.109006325,6,1.0
The Drunken Butler,"001008 - Hatton Wall, Holborn","[{'alias': 'french', 'title': 'French'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",5.0,Restaurant,51.5216612,-0.109006325,6,
The Olive Tree,"001008 - Hatton Wall, Holborn","[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",5.0,Restaurant,51.5216612,-0.109006325,6,1.0
Pieminister,"001008 - Hatton Wall, Holborn","[{'alias': 'british', 'title': 'British'}]",3.0,Restaurant,51.5216612,-0.109006325,6,1.0
Fabrizio's Restaurant,"001008 - Hatton Wall, Holborn","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Restaurant,51.5216612,-0.109006325,6,3.0
Wedge Issue Pizza,"001008 - Hatton Wall, Holborn","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,Restaurant,51.5216612,-0.109006325,6,2.0
One Tun,"001008 - Hatton Wall, Holborn","[{'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.0,Restaurant,51.5216612,-0.109006325,6,2.0
Saltwood Fish Bar,"001008 - Hatton Wall, Holborn","[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",5.0,Restaurant,51.5216612,-0.109006325,6,
Grill My Cheese,"001008 - Hatton Wall, Holborn","[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.5,Restaurant,51.5216612,-0.109006325,6,1.0
Trents,"001008 - Hatton Wall, Holborn","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'salad', 'title': 'Salad'}]",4.0,Restaurant,51.5216612,-0.109006325,6,1.0
Dishoom - Kensington,"010632 - Kensington Town Hall, Kensington","[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,Restaurant,51.50194596,-0.194392952,5,2.0
Ffiona's Restaurant,"010632 - Kensington Town Hall, Kensington","[{'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.50194596,-0.194392952,5,2.0
The Ivy Kensington Brasserie,"010632 - Kensington Town Hall, Kensington","[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'british', 'title': 'British'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Restaurant,51.50194596,-0.194392952,5,2.0
Maggie Jones's,"010632 - Kensington Town Hall, Kensington","[{'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.50194596,-0.194392952,5,3.0
Bill's,"010632 - Kensington Town Hall, Kensington","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.50194596,-0.194392952,5,2.0
Piãno,"010632 - Kensington Town Hall, Kensington","[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'pianobars', 'title': 'Piano Bars'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,Restaurant,51.50194596,-0.194392952,5,3.0
Sadaf Persian Restaurant,"010632 - Kensington Town Hall, Kensington","[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'persian', 'title': 'Persian/Iranian'}]",4.5,Restaurant,51.50194596,-0.194392952,5,
Dirty Bones,"010632 - Kensington Town Hall, Kensington","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",4.0,Restaurant,51.50194596,-0.194392952,5,2.0
The Lebanese Diner,"010632 - Kensington Town Hall, Kensington","[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",4.5,Restaurant,51.50194596,-0.194392952,5,
McDonald's,"010632 - Kensington Town Hall, Kensington","[{'alias': 'burgers', 'title': 'Burgers'}]",3.5,Restaurant,51.50194596,-0.194392952,5,1.0
Balans Soho Society,"010632 - Kensington Town Hall, Kensington","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'british', 'title': 'British'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,Restaurant,51.50194596,-0.194392952,5,2.0
My Old Dutch,"010632 - Kensington Town Hall, Kensington","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'modern_european', 'title': 'Modern European'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}]",4.0,Restaurant,51.50194596,-0.194392952,5,2.0
Yashin Sushi,"010632 - Kensington Town Hall, Kensington","[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,Restaurant,51.50194596,-0.194392952,5,4.0
Stick And Bowl,"010632 - Kensington Town Hall, Kensington","[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",4.0,Restaurant,51.50194596,-0.194392952,5,
Prince Of Wales,"010632 - Kensington Town Hall, Kensington","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.50194596,-0.194392952,5,2.0
Akira,"010632 - Kensington Town Hall, Kensington","[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,Restaurant,51.50194596,-0.194392952,5,
La Fortuna Kensington,"010632 - Kensington Town Hall, Kensington","[{'alias': 'italian', 'title': 'Italian'}]",5.0,Restaurant,51.50194596,-0.194392952,5,
Randa By Maroush,"010632 - Kensington Town Hall, Kensington","[{'alias': 'mideastern', 'title': 'Middle Eastern'}]",3.5,Restaurant,51.50194596,-0.194392952,5,2.0
Pret A Manger,"010632 - Kensington Town Hall, Kensington","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,Restaurant,51.50194596,-0.194392952,5,1.0
Chakra,"010632 - Kensington Town Hall, Kensington","[{'alias': 'indpak', 'title': 'Indian'}]",3.5,Restaurant,51.50194596,-0.194392952,5,2.0
Dragon Castle,"010624 - Strata, Elephant & Castle","[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",4.0,Restaurant,51.493146,-0.099828,10,2.0
Ivory Arch,"010624 - Strata, Elephant & Castle","[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'pakistani', 'title': 'Pakistani'}]",4.5,Restaurant,51.493146,-0.099828,10,2.0
Hoa Phuong,"010624 - Strata, Elephant & Castle","[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,Restaurant,51.493146,-0.099828,10,
Theo’s,"010624 - Strata, Elephant & Castle","[{'alias': 'pizza', 'title': 'Pizza'}]",5.0,Restaurant,51.493146,-0.099828,10,
The Frenchie Bistro,"010624 - Strata, Elephant & Castle","[{'alias': 'bistros', 'title': 'Bistros'}]",5.0,Restaurant,51.493146,-0.099828,10,
Mi Llajta,"010624 - Strata, Elephant & Castle","[{'alias': 'southern', 'title': 'Southern'}]",5.0,Restaurant,51.493146,-0.099828,10,
Tasty Jerk,"010624 - Strata, Elephant & Castle","[{'alias': 'caribbean', 'title': 'Caribbean'}]",4.0,Restaurant,51.493146,-0.099828,10,
La Bodeguita,"010624 - Strata, Elephant & Castle","[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'latin', 'title': 'Latin American'}]",3.0,Restaurant,51.493146,-0.099828,10,2.0
Leños & Carbón,"010624 - Strata, Elephant & Castle","[{'alias': 'latin', 'title': 'Latin American'}, {'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,Restaurant,51.493146,-0.099828,10,
Rincon Costeno,"010624 - Strata, Elephant & Castle","[{'alias': 'latin', 'title': 'Latin American'}]",4.0,Restaurant,51.493146,-0.099828,10,
Castle Tandoori,"010624 - Strata, Elephant & Castle","[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}]",4.0,Restaurant,51.493146,-0.099828,10,2.0
Tai Tip Mein,"010624 - Strata, Elephant & Castle","[{'alias': 'buffets', 'title': 'Buffets'}, {'alias': 'chinese', 'title': 'Chinese'}]",2.5,Restaurant,51.493146,-0.099828,10,1.0
Toulouse Lautrec,"010624 - Strata, Elephant & Castle","[{'alias': 'jazzandblues', 'title': 'Jazz & Blues'}, {'alias': 'french', 'title': 'French'}, {'alias': 'pianobars', 'title': 'Piano Bars'}]",4.0,Restaurant,51.493146,-0.099828,10,2.0
Chatkhara,"010624 - Strata, Elephant & Castle","[{'alias': 'indpak', 'title': 'Indian'}]",4.5,Restaurant,51.493146,-0.099828,10,
KOI Ramen,"010624 - Strata, Elephant & Castle","[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,Restaurant,51.493146,-0.099828,10,
Elephant de Siam - Thai English Kitchen,"010624 - Strata, Elephant & Castle","[{'alias': 'thai', 'title': 'Thai'}]",3.0,Restaurant,51.493146,-0.099828,10,1.0
Beza,"010624 - Strata, Elephant & Castle","[{'alias': 'ethiopian', 'title': 'Ethiopian'}]",3.5,Restaurant,51.493146,-0.099828,10,
Aobaba,"010624 - Strata, Elephant & Castle","[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'grocery', 'title': 'Grocery'}]",3.0,Restaurant,51.493146,-0.099828,10,2.0
The Well Chinese,"010624 - Strata, Elephant & Castle","[{'alias': 'chinese', 'title': 'Chinese'}]",3.0,Restaurant,51.493146,-0.099828,10,
Sidecar Coffee Bar,"010624 - Strata, Elephant & Castle","[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.493146,-0.099828,10,
Ma La,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'dimsum', 'title': 'Dim Sum'}]",4.5,Restaurant,51.49812559,-0.132102166,27,2.0
Laughing Halibut,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.0,Restaurant,51.49812559,-0.132102166,27,2.0
Caxton Grill,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",4.0,Restaurant,51.49812559,-0.132102166,27,3.0
The Sandwich Shop,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,Restaurant,51.49812559,-0.132102166,27,
The Feathers,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.49812559,-0.132102166,27,2.0
Chez Antoinette Victoria,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'french', 'title': 'French'}]",4.5,Restaurant,51.49812559,-0.132102166,27,
Ichi-Riki Sushi House,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,Restaurant,51.49812559,-0.132102166,27,2.0
Blue Boar,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.49812559,-0.132102166,27,2.0
Munich Cricket Club,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'german', 'title': 'German'}]",3.5,Restaurant,51.49812559,-0.132102166,27,2.0
The Sanctuary House,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'pubs', 'title': 'Pubs'}]",3.5,Restaurant,51.49812559,-0.132102166,27,2.0
Mio Restaurant,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.5,Restaurant,51.49812559,-0.132102166,27,
Santana Grill,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'mexican', 'title': 'Mexican'}]",5.0,Restaurant,51.49812559,-0.132102166,27,1.0
Colosseo,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'italian', 'title': 'Italian'}]",3.5,Restaurant,51.49812559,-0.132102166,27,2.0
Thai House,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'thai', 'title': 'Thai'}]",4.0,Restaurant,51.49812559,-0.132102166,27,1.0
Strutton Arms,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.49812559,-0.132102166,27,2.0
KEEN,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'healthmarkets', 'title': 'Health Markets'}]",4.5,Restaurant,51.49812559,-0.132102166,27,1.0
The Albert,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'fishnchips', 'title': 'Fish & Chips'}]",3.0,Restaurant,51.49812559,-0.132102166,27,2.0
Wesleys Cafe,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'restaurants', 'title': 'Restaurants'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",4.0,Restaurant,51.49812559,-0.132102166,27,1.0
The Cinnamon Club,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'indpak', 'title': 'Indian'}]",4.0,Restaurant,51.49812559,-0.132102166,27,4.0
Pret A Manger,"003429 - Abbey Orchard Street, Westminster","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Restaurant,51.49812559,-0.132102166,27,1.0
Efes,"003430 - Central House, Aldgate","[{'alias': 'turkish', 'title': 'Turkish'}]",4.5,Restaurant,51.515231,-0.07015,17,2.0
Jack the Chipper,"003430 - Central House, Aldgate","[{'alias': 'fishnchips', 'title': 'Fish & Chips'}]",4.5,Restaurant,51.515231,-0.07015,17,
Treves & Hyde,"003430 - Central House, Aldgate","[{'alias': 'british', 'title': 'British'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Restaurant,51.515231,-0.07015,17,
Emilia's Crafted Pasta - Aldgate,"003430 - Central House, Aldgate","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pastashops', 'title': 'Pasta Shops'}]",4.0,Restaurant,51.515231,-0.07015,17,
Amber,"003430 - Central House, Aldgate","[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.0,Restaurant,51.515231,-0.07015,17,
Dulce Cafe,"003430 - Central House, Aldgate","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.515231,-0.07015,17,1.0
Grounded Coffee,"003430 - Central House, Aldgate","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,Restaurant,51.515231,-0.07015,17,2.0
Pizza Union,"003430 - Central House, Aldgate","[{'alias': 'pizza', 'title': 'Pizza'}]",4.5,Restaurant,51.515231,-0.07015,17,1.0
Bari Bari,"003430 - Central House, Aldgate","[{'alias': 'korean', 'title': 'Korean'}]",3.5,Restaurant,51.515231,-0.07015,17,2.0
Xi'An BiangBiang Noodles,"003430 - Central House, Aldgate","[{'alias': 'noodles', 'title': 'Noodles'}]",4.0,Restaurant,51.515231,-0.07015,17,
The Stable - Whitechapel,"003430 - Central House, Aldgate","[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'british', 'title': 'British'}]",4.5,Restaurant,51.515231,-0.07015,17,2.0
The Culpeper,"003430 - Central House, Aldgate","[{'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}]",4.0,Restaurant,51.515231,-0.07015,17,2.0
Benugo,"003430 - Central House, Aldgate","[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",4.5,Restaurant,51.515231,-0.07015,17,1.0
Bánh Mì,"003430 - Central House, Aldgate","[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,Restaurant,51.515231,-0.07015,17,
Som Saa,"003430 - Central House, Aldgate","[{'alias': 'thai', 'title': 'Thai'}]",4.5,Restaurant,51.515231,-0.07015,17,2.0
The Leman Street Tavern,"003430 - Central House, Aldgate","[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}]",3.5,Restaurant,51.515231,-0.07015,17,2.0
Sushino En,"003430 - Central House, Aldgate","[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",3.5,Restaurant,51.515231,-0.07015,17,2.0
Khushbu,"003430 - Central House, Aldgate","[{'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'indpak', 'title': 'Indian'}]",4.5,Restaurant,51.515231,-0.07015,17,
Jungle Braai,"003430 - Central House, Aldgate","[{'alias': 'african', 'title': 'African'}]",4.0,Restaurant,51.515231,-0.07015,17,2.0
YUU Kitchen,"003430 - Central House, Aldgate","[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,Restaurant,51.515231,-0.07015,17,2.0
Jonestown,"200003 - Cheshire Street, Bethnal Green","[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.52388,-0.065076,18,1.0
Sushi Stars,"200003 - Cheshire Street, Bethnal Green","[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'burgers', 'title': 'Burgers'}]",0.0,Restaurant,51.52388,-0.065076,18,
Cafe Relax,"200003 - Cheshire Street, Bethnal Green","[{'alias': 'cafes', 'title': 'Cafes'}]",4.0,Restaurant,51.52388,-0.065076,18,
Lunch Bangla,"200003 - Cheshire Street, Bethnal Green","[{'alias': 'hotdogs', 'title': 'Fast Food'}]",0.0,Restaurant,51.52388,-0.065076,18,
Yam Yam Bubble Waffles,"200003 - Cheshire Street, Bethnal Green","[{'alias': 'waffles', 'title': 'Waffles'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'desserts', 'title': 'Desserts'}]",0.0,Restaurant,51.52388,-0.065076,18,
Café Relax at Weavers Field,"200003 - Cheshire Street, Bethnal Green","[{'alias': 'cafes', 'title': 'Cafes'}]",0.0,Restaurant,51.52388,-0.065076,18,
Bizzarro,"001203 - Eastbourne Mews, Paddington","[{'alias': 'italian', 'title': 'Italian'}]",4.0,Restaurant,51.51641749,-0.179135079,24,2.0
Raffles,"001203 - Eastbourne Mews, Paddington","[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.51641749,-0.179135079,24,1.0
Cafe Dylan Dog,"001203 - Eastbourne Mews, Paddington","[{'alias': 'cafes', 'title': 'Cafes'}]",4.5,Restaurant,51.51641749,-0.179135079,24,1.0
The Pasty Shop,"001203 - Eastbourne Mews, Paddington","[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'steak', 'title': 'Steakhouses'}]",4.0,Restaurant,51.51641749,-0.179135079,24,1.0
Pret A Manger,"001203 - Eastbourne Mews, Paddington","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",2.0,Restaurant,51.51641749,-0.179135079,24,
The Pride Of Paddington,"001203 - Eastbourne Mews, Paddington","[{'alias': 'british', 'title': 'British'}, {'alias': 'pubs', 'title': 'Pubs'}]",3.5,Restaurant,51.51641749,-0.179135079,24,2.0
Caffè Nero,"001203 - Eastbourne Mews, Paddington","[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,Restaurant,51.51641749,-0.179135079,24,1.0
Il Gusto Italian Restaurant Paddington,"001203 - Eastbourne Mews, Paddington","[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bars', 'title': 'Bars'}]",3.5,Restaurant,51.51641749,-0.179135079,24,1.0
